cast_count,cast_count_sum,cast_time,cast_time_sum,노출(분),마더코드,방송일시,상품군,상품명,상품코드,취급액,판매단가,cast_time_ratio,상품명_plan,상품명_add,상품명_maker,상품명_set,상품명_sex,상품명_kid,fake_weight,fake_weight2,ratings_mean,cat1,cat2,cat3,방송일시_dow,방송일시_MM,방송일시_DD,방송일시_hh,방송일시_mm,방송일시_MMDD,방송일시_DDhh,방송일시_hhmm,방송일시_MMDDhh,방송일시_mmmm_1,방송일시_mmmm_2,방송일시_mmmm_3,방송일시_dow2,new_상품명,상품명_brand,review_counts,internet_price,price_minus,search_naver,temperature,change_label,ratings_start,가격_9x,098560,143860,227550,227560,228790,228800,307510,할인여부,mean_amt_by_hhmm,time_cat,time_cat2,판매단가_cat,변동 %,com,fake_weight3,날짜,search_compare,encoding_상품명:,encoding_상품군:,encoding_상품명_brand:,encoding_new_상품명:,encoding_cat1:,encoding_cat2:,encoding_cat3:
1,3.0,20.0,60.0,20.0,100190,2019-08-23 06:00:00,잡화,코치 앤디 백팩,200642,773000,229000,0.3333333333333333,0,0,0,0,0,0,-1,0.0,0.0029344262295081967,패션잡화,여성가방,백팩,4,08,23,06,00,0823,2306,0600,082306,0,0,0,1,코치 앤디 백팩,코치,3,168260,60740,1,25.3,0,0.0,1,7990.0,24255.0,4915.0,9875.0,2690.0,3925.0,9640.0,0,17573262.798634812,0,1,5,-0.14,0,5,0823,13.2411,1720,8,382,1218,7,48,73
3,3.0,60.0,60.0,20.0,100765,2019-01-04 06:40:00,주방,무이자 린나이 간편쿡 자동불꽃조절 가스레인지 2구,202229,8491000,218000,1.0,2,0,0,0,0,0,-9,0.0,0.003854098360655737,디지털/가전,주방가전,가스레인지,4,01,04,06,40,0104,0406,0640,010406,14400,57600,57600,1,린나이 간편쿡 자동불꽃조절 가스레인지,린나,35,174890,43110,1,-5.4,0,0.0,0,,,,,,,,0,32764442.687747035,0,1,5,0.83,0,3,0104,13.960870000000002,806,9,138,480,1,70,3
2,3.0,40.0,60.0,20.0,100753,2019-09-25 08:20:00,잡화,아가타 골든 마스터 2종 (펌프스1종+플랫슈즈1종),202202,43859000,59900,0.6666666666666666,0,1,0,0,0,0,-1,0.0,0.0065005464480874285,생활/건강,수집품,모형/프라모델/피규어,2,09,25,08,20,0925,2508,0820,092508,9600,240000,2160000,1,아가타 골든 마스터,아가,121,54500,5400,1,23.1,0,0.0,1,8290.0,24400.0,5025.0,10565.0,2860.0,4115.0,9545.0,0,21068485.809682805,0,1,3,-1.32,1,0,0925,14.71103,1154,8,259,848,2,43,62
1,3.0,20.0,60.0,20.0,100489,2019-05-02 07:00:00,잡화,삭루츠 투 웨이 백팩(TQ55),201476,2223000,69000,0.3333333333333333,0,0,0,0,0,0,-1,0.0,0.004712021857923496,패션잡화,여성가방,백팩,3,05,02,07,00,0502,0207,0700,050207,0,0,0,1,삭루츠 투 웨이 백팩,삭루,0,76300,-7300,1,18.4,0,0.0,1,9330.0,-30871.0,5165.0,12045.0,4015.0,5080.0,11690.0,0,14664355.300859598,0,1,4,0.42,0,3,0502,15.41913,1069,8,204,688,7,48,73
2,3.0,40.0,60.0,20.0,100505,2019-03-04 17:20:00,가구,(일)한샘 HG 화이트 실버슬림 붙박이장(4.2m),201547,6455000,1399000,0.6666666666666666,1,0,0,0,0,0,-1,0.0,0.0035147540983606557,가구/인테리어,침실가구,장롱/붙박이장,0,03,04,17,20,0304,0417,1720,030417,20400,81600,244800,1,한샘 HG 화이트 실버슬림 붙박이장,한샘,11,1367150,31850,1,10.0,0,0.0,1,10055.0,-28186.0,5360.0,12615.0,4035.0,4680.0,11415.0,0,16454362.416107383,1,3,5,-0.22,0,5,0304,13.47245,113,0,443,1443,0,78,161
3,3.0,60.0,60.0,20.0,100574,2019-10-03 09:40:00,가전,일시불 국내제조 삼성 4도어 푸드쇼케이스 냉장고 RH81R8011G2 (+청소기),201733,48950000,1419000,1.0,1,1,1,0,0,0,-4,0.0,0.0039628415300546425,디지털/가전,주방가전,냉장고,3,10,03,09,40,1003,0309,0940,100309,21600,64800,648000,1,삼성 4도어 푸드쇼케이스 냉장고 RH81R 2,삼성,106,1357440,61560,1,24.3,0,0.0,1,8205.0,24840.0,4975.0,10390.0,2860.0,4105.0,9760.0,0,25369040.885860305,1,1,5,0.0,0,2,1003,16.85868,1453,1,207,694,1,70,31
2,3.0,40.0,60.0,20.0,100500,2019-10-07 19:20:00,가구,(일)삼익가구 어블러 LED 멀티 수납형 침대 퀸,201512,8592000,549000,0.6666666666666666,1,0,0,0,0,0,-1,0.0,0.004042076502732239,가구/인테리어,침실가구,침대,0,10,07,19,20,1007,0719,1920,100719,22800,159600,1596000,1,삼익가구 어블러 LED 멀티 침대,삼익,4,349000,200000,1,13.9,0,0.0,1,8145.0,26035.0,4905.0,10300.0,2830.0,3965.0,10105.0,0,12725702.768729642,2,3,5,0.05,0,3,1007,14.2787,103,0,208,739,0,78,200
3,3.0,60.0,60.0,20.0,100808,2019-05-23 16:40:00,의류,CERINI by PAT 남성 여름 에어윈디 릴렉스 팬츠 3종,202390,29010000,69900,1.0,0,0,0,0,2,0,-1,0.0,0.003956830601092894,패션의류,남성의류,바지,3,05,23,16,40,0523,2316,1640,052316,38400,883200,4416000,1,PAT 남성 여름 에어윈디 릴렉스 팬츠,PA,4,19500,50400,1,26.7,0,0.0,1,8835.0,30415.0,4810.0,11130.0,3445.0,4610.0,11430.0,0,27961980.613893375,1,3,4,-0.26,1,0,0523,13.12659,221,6,22,131,6,16,71
6,6.0,60.0,60.0,10.0,100281,2019-09-07 11:50:00,속옷,에버라스트 드로즈 10+4종,201009,52147000,39900,1.0,0,1,0,0,2,0,-1,0.0,0.006006557377049175,패션의류,남성언더웨어/잠옷,팬티,5,09,07,11,50,0907,0711,1150,090711,33000,231000,2079000,0,에버라스트 드로즈 종,에버,1229,24970,14930,1,28.7,0,0.0,1,8160.0,25135.0,5050.0,10180.0,2835.0,4050.0,9725.0,0,24057142.85714286,1,2,2,0.0,1,0,0907,16.94281,1216,5,282,913,6,15,229
2,3.0,40.0,60.0,20.0,100205,2019-08-13 18:20:00,가구,보루네오 루나시즌2 유로탑 멀티수납형 LED침대 슈퍼싱글,200735,18973000,548000,0.6666666666666666,0,0,0,0,0,0,-4,0.0,0.004260109289617484,가구/인테리어,침실가구,침대,1,08,13,18,20,0813,1318,1820,081318,21600,280800,2246400,1,보루네오 루나 유로탑 LED침대,보루,1,547000,1000,1,30.3,0,0.0,0,7880.0,23560.0,4845.0,9905.0,2735.0,3875.0,9210.0,0,14919708.737864077,2,3,5,-0.85,0,1,0813,11.96746,984,0,188,618,0,78,200
2,3.0,40.0,60.0,20.0,100162,2019-04-15 12:20:00,잡화,트레스패스 여성 다이얼 트레킹화 세트,200571,12511000,49800,0.6666666666666666,0,0,0,1,1,0,-1,0.0,0.005832786885245897,스포츠/레저,등산,등산화,0,04,15,12,20,0415,1512,1220,041512,14400,216000,864000,1,트레스패스 여성 다이얼 트레킹화 세트,트레,3,44580,5220,1,17.6,0,0.0,0,9655.0,-30506.0,5235.0,12670.0,4300.0,5355.0,11755.0,0,25121754.68164794,1,2,3,0.42,0,1,0415,12.603110000000001,1800,8,409,1305,3,24,44
2,3.0,40.0,60.0,20.0,100577,2019-01-15 20:20:00,가전,일시불 삼성 노트북 9 메탈 기본형 NT900X5J-K14,201758,5320000,999000,0.6666666666666666,1,0,1,0,0,0,-4,0.0,0.004446994535519125,디지털/가전,노트북,노트북,1,01,15,20,20,0115,1520,2020,011520,24000,360000,360000,1,삼성 노트북 메탈 NT900X5J K14,삼성,30,939000,60000,1,-6.8,0,0.0,1,10240.0,-30991.0,5150.0,12170.0,3490.0,4835.0,9935.0,0,15568492.647058824,2,3,5,1.58,0,1,0115,15.02185,1492,1,207,717,1,20,33
3,3.0,60.0,60.0,20.0,100613,2019-04-16 04:40:00,속옷,푸마 드라이셀 쉐이핑 레깅스 3종,201872,22369000,59000,1.0,0,0,0,0,0,0,-1,0.0,0.0028027322404371594,패션의류,여성의류,레깅스,1,04,16,04,40,0416,1604,0440,041604,9600,153600,614400,1,푸마 드라이셀 쉐이핑 레깅스,푸마,273,15910,43090,1,7.2,0,0.0,1,9675.0,-30471.0,5190.0,12675.0,4230.0,5395.0,11855.0,10000,26540103.44827586,0,1,3,0.26,0,1,0416,13.7155,1851,5,426,1357,6,51,52
1,3.0,20.0,60.0,20.0,100448,2019-02-07 07:00:00,주방,일시불 쿠첸 풀스텐 압력밥솥 10인용 (A1),202098,9715000,158000,0.3333333333333333,1,0,0,0,0,0,-1,0.0,0.004712021857923496,디지털/가전,주방가전,전기밥솥,3,02,07,07,00,0207,0707,0700,020707,0,0,0,1,쿠첸 풀스텐 압력밥솥,쿠첸,0,0,158000,0,-0.9,1,0.0,0,9900.0,-29921.0,5135.0,12080.0,3575.0,4810.0,10570.0,0,14664355.300859598,0,1,5,-0.0,0,1,0207,14.998479999999999,1543,9,388,1240,1,70,167
1,2.0,30.0,60.0,30.0,100037,2019-07-09 07:00:00,잡화,프라다 자카드 카메라 크로스백,200093,8120000,790000,0.5,0,0,0,0,0,0,-1,0.0,0.004712021857923496,패션잡화,여성가방,크로스백,1,07,09,07,00,0709,0907,0700,070907,0,0,0,1,프라다 자카드 카메라 크로스백,프라,0,764400,25600,1,27.0,0,0.0,1,8580.0,28045.0,4890.0,10725.0,3240.0,4215.0,10495.0,0,14664355.300859598,0,1,5,-0.59,0,2,0709,12.25257,1894,8,428,1396,7,48,212
5,6.0,50.0,60.0,10.0,100281,2019-07-19 12:40:00,속옷,초특가)에버라스트 드로즈 10+4종,200909,20145000,39900,0.8333333333333334,0,1,0,0,2,0,-1,0.0,0.006283606557377043,패션의류,남성언더웨어/잠옷,팬티,4,07,19,12,40,0719,1912,1240,071912,28800,547200,3830400,1,에버라스트 드로즈 종,에버,2084,37150,2750,1,34.9,0,0.0,1,8695.0,28440.0,4985.0,10750.0,3155.0,4165.0,10505.0,0,35240968.441814594,1,2,2,1.35,1,0,0719,14.4306,1659,5,282,913,6,15,229
2,3.0,40.0,60.0,20.0,100664,2019-01-18 21:20:00,속옷,크로커다일 풀커버 레이스 브라팬티 4세트,202004,30286000,79900,0.6666666666666666,0,0,0,1,1,0,-1,0.0,0.00473606557377049,패션의류,여성언더웨어/잠옷,브라팬티세트,4,01,18,21,20,0118,1821,2120,011821,25200,453600,453600,1,크로커다일 풀커버 레이스 브라팬티,크로,437,59430,20470,1,0.4,0,0.0,1,10300.0,-31201.0,5210.0,11985.0,3380.0,4775.0,10100.0,0,14928481.561822126,2,0,4,0.82,1,0,0118,14.10109,1748,5,391,1251,6,50,83
3,3.0,60.0,60.0,20.0,100074,2019-01-31 13:40:00,이미용,비버리힐스폴로클럽 남성기초세트(2018FW골드),200197,36334000,39800,1.0,0,0,0,1,2,0,-1,0.0,0.005761748633879777,화장품/미용,남성화장품,남성화장품세트,3,01,31,13,40,0131,3113,1340,013113,31200,967200,967200,1,비버리힐스폴로클럽 남성기초세트,비버,2697,32200,7600,1,-0.1,0,0.0,0,9945.0,-29626.0,5225.0,12250.0,3600.0,4800.0,10450.0,0,42691313.174946,1,2,2,-0.06,1,0,0131,14.37685,1049,7,199,676,8,17,29
3,3.0,60.0,60.0,20.0,100164,2019-09-30 05:40:00,잡화,트레스패스 남성 에어 워킹화 + 러닝화 2종,200569,19052000,39800,1.0,0,1,0,0,2,0,-1,0.0,0.0036005464480874314,패션잡화,남성신발,운동화,0,09,30,05,40,0930,3005,0540,093005,12000,360000,3240000,1,트레스패스 남성 에어 워킹화  러닝화,트레,0,0,39800,0,17.4,0,0.0,0,8260.0,24040.0,5035.0,10520.0,2875.0,4115.0,9635.0,10000,28577562.248995982,0,1,2,0.64,0,1,0930,11.490730000000001,1799,8,409,1304,7,14,149
1,3.0,20.0,60.0,20.0,100115,2019-05-25 06:00:00,생활용품,무이자 메디컬드림 롤링마사지기 (KMD-970),200314,4636000,108000,0.3333333333333333,2,0,0,0,0,0,-1,0.0,0.0029344262295081967,생활/건강,안마용품,안마기,5,05,25,06,00,0525,2506,0600,052506,0,0,0,0,메디컬드림 롤링마사지기,메디,0,90060,17940,1,22.7,0,0.0,0,8835.0,30415.0,4810.0,11130.0,3445.0,4610.0,11430.0,0,17573262.798634812,0,1,5,0.0,0,2,0525,12.93496,813,4,152,526,2,47,128
2,3.0,40.0,60.0,20.0,100500,2019-04-06 19:40:00,가구,(무) 삼익가구 LED 제니비 서랍형 침대 K,201502,4835000,649000,0.6666666666666666,2,0,0,0,0,0,-1,0.0,0.0035480874316939893,가구/인테리어,침실가구,침대,5,04,06,19,40,0406,0619,1940,040619,45600,273600,1094400,0,삼익가구 LED 제니비 침대,삼익,0,0,649000,0,9.4,0,0.0,1,9615.0,-31351.0,5130.0,12280.0,3950.0,4565.0,11330.0,0,20468441.860465117,2,3,5,0.0,0,6,0406,11.48372,30,0,208,738,0,78,200
3,3.0,60.0,60.0,20.0,100192,2019-02-14 05:40:00,속옷,레이프릴 골드라벨 무빙 란쥬,200648,19337000,69900,1.0,0,0,0,0,1,0,-1,0.0,0.0036005464480874314,패션의류,여성언더웨어/잠옷,러닝/캐미솔,3,02,14,05,40,0214,1405,0540,021405,12000,168000,336000,1,레이프릴 골드라벨 무빙 란쥬,레이,0,0,69900,0,-5.8,0,0.0,1,10045.0,-29586.0,5225.0,12100.0,3655.0,4665.0,10980.0,0,28577562.248995982,0,1,4,1.11,1,0,0214,14.20859,605,5,123,369,6,50,50
3,3.0,60.0,60.0,20.0,100766,2019-07-23 04:40:00,이미용,참존 탑뉴스 지이링클 기초세트,202239,30832000,59000,1.0,0,0,0,1,0,0,-1,0.0,0.0028027322404371594,화장품/미용,스킨케어,화장품세트,1,07,23,04,40,0723,2304,0440,072304,9600,220800,1545600,1,참존 탑뉴스 지이링클 기초세트,참존,0,58000,1000,1,25.3,0,0.0,1,8570.0,28435.0,4960.0,10885.0,3145.0,4150.0,10600.0,0,26540103.44827586,0,1,3,0.39,1,0,0723,11.89268,1633,7,365,1153,8,45,247
3,3.0,60.0,60.0,20.0,100152,2019-03-23 06:40:00,가전,무이자 LG 코드제로 무선청소기 A940 (A948SA) 더블팩,200462,6758000,999000,1.0,2,0,2,0,0,0,-1,0.0,0.003854098360655737,디지털/가전,생활가전,청소기,5,03,23,06,40,0323,2306,0640,032306,14400,331200,993600,0,LG 코드제로 무선청소기 A940  A948SA,LG,0,0,999000,0,3.9,0,0.0,1,9805.0,-30326.0,5045.0,12420.0,4065.0,4580.0,11500.0,0,32764442.687747035,0,1,5,0.0,0,4,0323,14.39555,771,1,17,74,1,35,195
2,3.0,40.0,60.0,20.0,100584,2019-10-27 06:20:00,의류,임페리얼 남성 스트레치팬츠 3종,201793,40010000,79000,0.6666666666666666,0,0,0,0,2,0,-1,0.0,0.004131147540983605,스포츠/레저,골프,골프의류,6,10,27,06,20,1027,2706,0620,102706,7200,194400,1944000,0,임페리얼 남성 스트레치팬츠,임페,33,47960,31040,1,7.8,0,0.0,1,8130.0,27790.0,4985.0,10510.0,2870.0,4080.0,10640.0,0,23547751.908396948,0,1,4,0.0,0,1,1027,13.06816,1572,6,333,1081,3,7,11
2,3.0,40.0,60.0,20.0,100139,2019-06-03 12:20:00,침구,보몽드 샐비어 시어서커 리플 침구세트 Q,200373,14391000,59900,0.6666666666666666,0,0,0,1,0,0,-1,0.0,0.005832786885245897,가구/인테리어,침구세트,이불패드세트,0,06,03,12,20,0603,0312,1220,060312,14400,43200,259200,1,보몽드 샐비어 시어서커 리플 침구세트,보몽,27,73910,-14010,1,28.5,0,0.0,1,8740.0,30675.0,4945.0,11015.0,3430.0,4550.0,11275.0,0,25121754.68164794,1,2,3,1.28,0,2,0603,12.51197,991,10,189,621,0,77,156
1,3.0,20.0,60.0,20.0,100323,2019-10-30 14:00:00,농수축,피시원 국내산 햇 손질문어 7팩,201025,24321000,49900,0.3333333333333333,0,0,0,0,0,0,-1,0.0,0.005028961748633877,식품,수산,해산물/어패류,2,10,30,14,00,1030,3014,1400,103014,0,0,0,1,피시원 햇 손질문어,피시,1504,48900,1000,1,16.0,1,0.006999999999999999,1,8040.0,28140.0,4935.0,10635.0,3080.0,4130.0,10680.0,0,28727561.440677967,1,2,3,-0.59,1,0,1030,16.41232,1926,3,434,1429,4,42,237
3,3.0,60.0,60.0,20.0,100575,2019-04-13 18:00:00,가전,일시불 삼성 UHD TV UN55NU7050F,201738,24061000,1000000,1.0,1,0,1,0,0,0,-4,0.0,0.004130054644808744,디지털/가전,영상가전,TV,5,04,13,18,00,0413,1318,1800,041318,0,0,0,0,삼성 UHD TV UN55NU7050F,삼성,0,950000,50000,1,11.5,0,0.0,0,9665.0,-30131.0,5210.0,12465.0,4160.0,5110.0,11730.0,0,13927317.307692308,2,3,5,0.0,0,1,0413,13.0705,1476,1,207,697,1,53,0
2,3.0,40.0,60.0,20.0,100097,2019-04-04 04:20:00,주방,무이자 올리고 가스와이드그릴레인지 프리미엄형,200265,14942000,129000,0.6666666666666666,2,0,0,0,0,0,-1,0.0,0.0020333333333333345,스포츠/레저,캠핑,취사용품,3,04,04,04,20,0404,0404,0420,040404,4800,19200,76800,1,올리고 가스와이드그릴레인지 프리미엄형,올리,175,119970,9030,1,3.3,0,0.0,1,9615.0,-30891.0,5155.0,12380.0,4000.0,4500.0,11415.0,0,18790658.73015873,0,1,5,0.15,0,2,0404,13.551910000000001,875,9,313,1019,3,80,198
3,3.0,60.0,60.0,20.0,100148,2019-01-12 19:40:00,가전,무이자 LG 울트라HD TV 65UK6800HNC,200441,15493000,2130000,1.0,2,0,2,0,0,0,-1,0.0,0.0035480874316939893,디지털/가전,영상가전,TV,5,01,12,19,40,0112,1219,1940,011219,45600,547200,547200,0,LG 울트라HD TV 65UK6800HNC,LG,2,1894000,236000,1,0.7,0,0.0,0,10170.0,-30546.0,5100.0,12020.0,3420.0,4755.0,9975.0,0,20468441.860465117,2,3,5,0.0,0,4,0112,14.257670000000001,763,1,17,63,1,53,0
2,3.0,40.0,60.0,20.0,100196,2019-08-03 03:20:00,잡화,오델로 2019 여성용 여름모자 3종,200663,9006000,29900,0.6666666666666666,0,0,0,0,1,0,-1,0.0,0.0022103825136612033,패션잡화,모자,사파리모자,5,08,03,03,20,0803,0303,0320,080303,3600,10800,86400,0,오델로 여성용 여름모자,오델,0,0,29900,0,25.6,0,0.0,1,8285.0,25500.0,4960.0,10240.0,2920.0,3935.0,10085.0,0,11374077.235772358,0,0,1,0.0,1,0,0803,10.469489999999999,1286,8,305,990,7,26,92
1,3.0,20.0,60.0,20.0,100351,2019-11-22 04:20:00,의류,마르엘라로사티 기모본딩팬츠,201122,24511000,69900,0.3333333333333333,0,0,0,0,0,0,-1,0.0,0.0020333333333333345,패션의류,여성의류,바지,4,11,22,04,20,1122,2204,0420,112204,4800,105600,1161600,1,마르엘라로사티 기모본딩팬츠,마르,85,18670,51230,1,3.1,1,0.018000000000000002,1,8270.0,26350.0,4940.0,10755.0,2980.0,4130.0,10255.0,0,18790658.73015873,0,1,4,0.26,1,0,1122,13.0705,681,6,141,486,6,51,71
3,3.0,60.0,60.0,20.0,100731,2019-07-30 11:40:00,잡화,월드컵 여성 에어러닝화+아쿠아트레킹화,202141,23634000,34800,1.0,0,1,0,0,1,0,-1,0.0,0.005763934426229504,패션잡화,남성신발,운동화,1,07,30,11,40,0730,3011,1140,073011,26400,792000,5544000,1,월드컵 여성 에어러닝화 아쿠아트레킹화,월드,0,0,34800,0,30.6,0,0.0,0,8240.0,26805.0,4905.0,10550.0,3020.0,3940.0,9945.0,0,27839068.645640075,1,2,2,0.45,0,1,0730,13.25044,1347,8,320,1046,7,14,149
2,3.0,40.0,60.0,20.0,100618,2019-06-03 16:20:00,속옷,헤드 파이로라이트 드로즈 10종 패키지,201915,28531000,69000,0.6666666666666666,0,0,0,0,2,0,-1,0.0,0.004448633879781419,패션의류,남성언더웨어/잠옷,팬티,0,06,03,16,20,0603,0316,1620,060316,19200,57600,345600,1,헤드 파이로라이트 드로즈,헤드,0,68000,1000,1,28.0,0,0.0,1,8740.0,30675.0,4945.0,11015.0,3430.0,4550.0,11275.0,10000,17577046.153846152,1,3,4,1.28,0,1,0603,12.51197,1961,5,454,1477,6,15,229
1,3.0,20.0,60.0,20.0,100654,2019-06-27 04:00:00,건강기능,일시불 종근당건강 락토핏 생유산균골드 단하루,201980,25398000,75050,0.3333333333333333,1,0,0,0,0,0,-1,0.0,0.0019863387978142086,식품,건강식품,영양제,3,06,27,04,00,0627,2704,0400,062704,0,0,0,1,종근당건강 락토핏 생유산균골드 단하루,종근,101772,9760,65290,1,22.2,1,0.0,0,8930.0,30380.0,5020.0,11000.0,3400.0,4425.0,10860.0,0,14172813.432835821,0,1,4,0.59,0,1,0627,13.50283,1534,2,358,1142,4,4,141
2,3.0,40.0,60.0,20.0,100148,2019-05-25 19:40:00,가전,무이자 LG 울트라HD TV 65UK6800HNC,200443,8945000,1930000,0.6666666666666666,2,0,2,0,0,0,-1,0.0,0.0035480874316939893,디지털/가전,영상가전,TV,5,05,25,19,40,0525,2519,1940,052519,45600,1140000,5700000,0,LG 울트라HD TV 65UK6800HNC,LG,2,1894000,36000,1,23.3,0,0.0,0,8835.0,30415.0,4810.0,11130.0,3445.0,4610.0,11430.0,200000,20468441.860465117,2,3,5,0.0,0,4,0525,12.93496,763,1,17,63,1,53,0
1,2.0,30.0,60.0,30.0,100037,2019-09-05 03:00:00,잡화,프라다 테스토 지퍼 토트백,200102,2942000,1280000,0.5,0,0,0,0,0,0,-4,0.0,0.00225464480874317,패션잡화,여성가방,토트백,3,09,05,03,00,0905,0503,0300,090503,0,0,0,1,프라다 테스토 지퍼 토트백,프라,11,1078990,201010,1,22.6,0,0.0,0,8145.0,25240.0,5020.0,10210.0,2875.0,4065.0,9705.0,0,7608171.355498721,0,0,5,0.82,0,4,0905,17.09004,1900,8,428,1402,7,48,220
3,3.0,60.0,60.0,20.0,100148,2019-04-25 19:40:00,가전,일시불 LG 울트라HD TV 55UK6800HNC,200501,3248000,1300000,1.0,1,0,2,0,0,0,-4,0.0,0.0035480874316939893,디지털/가전,영상가전,TV,3,04,25,19,40,0425,2519,1940,042519,45600,1140000,4560000,1,LG 울트라HD TV 55UK6800HNC,LG,0,1411200,-111200,1,10.2,0,0.0,0,9435.0,-31006.0,5110.0,12345.0,4100.0,5005.0,11730.0,0,20468441.860465117,2,3,5,-0.48,0,1,0425,15.108310000000001,1420,1,17,61,1,53,0
1,4.0,10.0,40.0,10.0,100006,2019-11-27 12:20:00,잡화,AAA 19 F/W 여성 트레킹화 3종,200009,1603000,49800,0.25,0,0,0,0,1,0,-1,0.0,0.005832786885245897,스포츠/레저,등산,등산화,2,11,27,12,20,1127,2712,1220,112712,14400,388800,4276800,1,AAA 여성 트레킹화,AA,0,638600,-588800,1,6.3,0,0.0,0,8305.0,27345.0,5000.0,10765.0,3080.0,4190.0,10570.0,0,25121754.68164794,1,2,3,0.31,0,2,1127,16.994220000000002,187,8,5,10,3,24,44
3,3.0,60.0,60.0,20.0,100517,2019-02-24 12:40:00,주방,해피콜  IH 진공 스텐 냄비 에디션,201584,53498000,119000,1.0,0,0,0,0,0,0,-1,0.0,0.006283606557377043,생활/건강,주방용품,냄비/솥,6,02,24,12,40,0224,2412,1240,022412,28800,691200,1382400,0,해피콜 IH 진공 스텐 냄비 에디션,해피,10,127310,-8310,1,13.7,0,0.0,1,10080.0,-29561.0,5360.0,12510.0,4065.0,4800.0,11115.0,0,35240968.441814594,1,2,5,0.0,1,0,0224,13.72251,1951,9,452,1464,2,71,30
1,3.0,20.0,60.0,20.0,100765,2019-01-30 11:00:00,주방,무이자 린나이 자동불꽃조절 가스레인지 3구,202231,4713000,289000,0.3333333333333333,2,0,0,0,0,0,-1,0.0,0.005509289617486336,디지털/가전,주방가전,가스레인지,2,01,30,11,00,0130,3011,1100,013011,0,0,0,1,린나이 자동불꽃조절 가스레인지,린나,1184,250200,38800,1,6.2,1,0.0,1,9935.0,-30361.0,5190.0,12075.0,3575.0,4780.0,10265.0,0,16515900.840336135,1,2,5,1.05,0,1,0130,14.61054,808,9,138,482,1,70,3
3,3.0,60.0,60.0,20.0,100018,2019-08-06 08:40:00,잡화,AAD 여성 소가죽 구름 샌들,200032,24340000,29000,1.0,0,0,0,0,1,0,-1,0.0,0.005157923497267757,패션잡화,여성신발,샌들,1,08,06,08,40,0806,0608,0840,080608,19200,115200,921600,1,AAD 여성 소가죽 구름 샌들,AA,12,118560,-89560,1,33.5,0,0.0,1,8035.0,22395.0,4770.0,9950.0,2700.0,3700.0,9080.0,0,27284764.40677966,0,1,1,-1.51,0,1,0806,13.8487,204,8,5,21,7,49,93
2,3.0,40.0,60.0,20.0,100255,2019-12-27 10:40:00,주방,한일 대용량 스텐 분쇄믹서기,200869,54111000,109800,0.6666666666666666,0,0,0,0,0,0,-1,0.0,0.005525136612021854,디지털/가전,주방가전,믹서기,4,12,27,10,40,1227,2710,1040,122710,24000,648000,7776000,1,한일 대용량 스텐 분쇄믹서기,한일,2680,107100,2700,1,0.6,0,0.0,0,8430.0,28570.0,4990.0,10950.0,3150.0,4330.0,10665.0,0,28563062.27106227,1,2,5,0.29,1,0,1227,14.76946,1944,9,447,1456,1,70,66
3,3.0,60.0,60.0,20.0,100010,2019-12-25 09:00:00,농수축,AAB의 소곱창전골 800g x 8팩,200014,82336000,55900,1.0,0,0,0,0,0,0,-1,0.0,0.00470109289617486,식품,냉동/간편조리식품,즉석국/즉석탕,2,12,25,09,00,1225,2509,0900,122509,0,0,0,1,소곱창전골 x,소곱,139,48130,7770,1,3.7,0,0.0,1,8270.0,27510.0,4915.0,10865.0,3110.0,4305.0,10280.0,0,14268140.271493213,1,1,3,0.0,1,0,1225,19.96915,191,3,226,773,4,18,187
1,3.0,20.0,60.0,20.0,100251,2019-04-09 12:00:00,의류,K-SWISS 여성에어핏트랙수트,200856,9123000,89000,0.3333333333333333,0,0,0,0,1,0,-1,0.0,0.00624863387978142,패션의류,여성의류,트레이닝복,1,04,09,12,00,0409,0912,1200,040912,0,0,0,1,K SWISS 여성에어핏트랙수트,K ,9,46910,42090,1,13.4,0,0.0,1,9580.0,-30856.0,5180.0,12410.0,4055.0,4705.0,11375.0,30000,18034775.47495682,1,2,4,0.13,0,2,0409,12.52599,247,6,15,56,6,51,221
1,3.0,20.0,60.0,20.0,100203,2019-11-16 19:20:00,가구,(일)[보루네오] 피올레 천연소가죽 소파 4인용,200707,7258000,899000,0.3333333333333333,1,0,0,0,0,0,-1,0.0,0.004042076502732239,가구/인테리어,거실가구,소파,5,11,16,19,20,1116,1619,1920,111619,22800,364800,4012800,0,보루네오  피올레 천연소가죽 소파,보루,0,1296810,-397810,1,6.5,0,0.0,1,8320.0,28000.0,5045.0,10905.0,3080.0,4255.0,11680.0,100000,12725702.768729642,2,3,5,0.0,0,3,1116,14.05669,89,0,188,611,0,2,107
3,3.0,60.0,60.0,20.0,100195,2019-08-25 03:40:00,속옷,레이프릴 오가닉 코튼 보정팬티 12종,200655,30048000,39900,1.0,0,0,0,0,0,0,-1,0.0,0.0019972677595628424,패션의류,여성언더웨어/잠옷,팬티,6,08,25,03,40,0825,2503,0340,082503,7200,180000,1440000,0,레이프릴 오가닉 코튼 보정팬티,레이,99,33357,6543,1,20.2,0,0.0,1,7990.0,24255.0,4915.0,9875.0,2690.0,3925.0,9640.0,0,17057521.649484538,0,0,2,0.0,1,0,0825,11.97448,612,5,123,375,6,50,229
